,id,title,release_date,overview,popularity,vote_average,vote_count,video
8354,86834,Noah,3/7/2014,A man who suffers visions of an apocalyptic deluge takes measures to protect his family from the coming flood.,36.32,5.6,5208,FALSE
8355,77875,Playing for Keeps,11/29/2012,A former sports star who's fallen on hard times starts coaching his son's soccer team in an attempt to get his life together.,10.072,5.6,558,FALSE
8356,542917,Twin Murders: The Silence of the White City,10/25/2019,"Vitoria-Gasteiz, Basque Country, Spain, 2019. Two corpses appear in the crypt of the Old Cathedral. Police officer Unai López de Ayala, an expert in criminal profiling, must hunt down the ritual murderer who has been terrorizing the city for two decades.",8.452,5.6,232,FALSE
8357,345914,The House,6/29/2017,"When Scott and Kate Johansen’s daughter gets into the college of her dreams it’s cause for celebration. That is, until Scott and Kate learn that the scholarship they were counting on didn’t come through, and they’re now on the hook for tuition they can’t begin to afford. With the help of their friend and neighbor Frank also in need of a major payday they decide to open an illegal casino in his suburban house, risking everything together on a Vegas-style bacchanal where money flows, inhibitions are checked at the door, and all bets are off.",11.766,5.6,734,FALSE
8358,410554,First Kill,7/21/2017,A police chief tries to solve a kidnapping that involves a bank robber holding a young boy hostage.,16.259,5.6,427,FALSE
8359,193687,Z for Zachariah,8/13/2015,"In the wake of a nuclear war, a young woman survives on her own, fearing she may actually be the proverbial last woman on earth, until she discovers the most astonishing sight of her life: another human being. A distraught scientist, he’s nearly been driven mad by radiation exposure and his desperate search for others. A fragile, imperative strand of trust connects them. But when a stranger enters the valley, their precarious bond begins to unravel.",10.125,5.6,728,FALSE
8360,118289,Diana,9/19/2013,"During the last two years of her life, Princess Diana campaigns against the use of land mines and has a secret love affair with a Pakistani heart surgeon.",11.543,5.6,402,FALSE
8361,38358,The Last Exorcism,8/27/2010,"After years of performing “exorcisms” and taking believers’ money, Reverend Marcus travels to rural Louisiana with a film crew so he can dispel what he believes is the myth of demonic possession. The dynamic reverend is certain that this will be another routine “exorcism” on a disturbed religious fanatic but instead comes upon the blood-soaked farm of the Sweetzer family and a true evil he would have never thought imaginable.",14.579,5.6,780,FALSE
8362,10861,Maximum Risk,9/13/1996,"Alain Moreau's investigation into the death of his identical twin brother leads him from the beauty of the south of France to the mean streets of New York City and into the arms of his brother's beautiful girlfriend. Pursued by ruthless Russian mobsters and renegade FBI agents, the duo race against time to solve his brother's murder and expose an international conspiracy.",12.377,5.6,338,FALSE
8363,384682,Office Christmas Party,11/25/2016,"When Carol Vanstone, CEO of the technology company Zenotek, expresses her intention to close the Chicago branch, run by her brother Clay, he and his co-workers organize a Christmas party in an effort to impress a potential client and save their jobs. But the party gets out of control…",25.263,5.6,1679,FALSE
8364,48988,Hall Pass,2/25/2011,"When best buds Rick and Fred begin to show signs of restlessness at home, their wives take a bold approach to revitalize their marriages, they grant the guys a 'hall pass'—one week of freedom to do whatever they want. At first, it seems like a dream come true, but they quickly discover that their expectations of the single life—and themselves—are completely and hilariously out of sync with reality.",35.352,5.6,1562,FALSE
8365,3513,Legionnaire,12/3/1998,"Alain Lefevre is a boxer paid by a Marseille mobster to take a dive. When he wins the fight he attempts to flee to America with the mobster's girlfriend Katrina. This plan fails and he seeks escape by joining the foreign legion. As part of the legion he tangles with abusive lieutenant Steinkampf and bonds with legionnaires Luther, Mackintosh and Rosetti.",8.562,5.6,393,FALSE
8366,9574,Flubber,11/26/1997,"Professor Phillip Brainard, an absent minded professor, works with his assistant Weebo, trying to create a substance that's a new source of energy and that will save Medfield College where his sweetheart Sara is the president. He has missed his wedding twice, and on the afternoon of his third wedding, Professor Brainard creates flubber, which allows objects to fly through the air.",11.229,5.6,1861,FALSE
8367,429476,Hell Fest,9/27/2018,"On Halloween night at a horror theme park, a costumed killer begins slaying innocent patrons who believe that it's all part of the festivities.",13.431,5.6,629,FALSE
8368,336455,Viral,2/18/2016,"Following the outbreak of a virus that wipes out the majority of the human population, a young woman documents her family's new life in quarantine and tries to protect her infected sister.",16.806,5.6,411,FALSE
8369,718444,Rogue,8/20/2020,"Battle-hardened O’Hara leads a lively mercenary team of soldiers on a daring mission: rescue hostages from their captors in remote Africa. But as the mission goes awry and the team is stranded, O’Hara’s squad must face a bloody, brutal encounter with a gang of rebels.",12.979,5.6,528,FALSE
8370,373314,Misconduct,2/5/2016,"An ambitious lawyer finds himself caught in a power struggle between a corrupt pharmaceutical executive and his firm’s senior partner. When the case takes a deadly turn, he must race to uncover the truth before he loses everything.",8.395,5.6,442,FALSE
8371,112454,Clown,11/13/2014,"A loving father finds a clown suit for his son's birthday party, only to realize the suit is part of an evil curse that turns its wearer into a killer.",30.677,5.6,1043,FALSE
8372,12705,Smokey and the Bandit II,8/15/1980,"The Bandit goes on another cross-country run, transporting an elephant from Florida to Texas. And, once again, Sheriff Buford T. Justice is on his tail.",8.605,5.6,205,FALSE
8373,9327,The Nutty Professor,6/26/1996,"Eddie Murphy stars as shy Dr. Sherman Klump, a kind, brilliant, 'calorifically challenged' genetic professor. When beautiful Carla Purty joins the university faculty, Sherman grows desperate to whittle his 400-pound frame down to size and win her heart. So, with one swig of his experimental fat-reducing serum, Sherman becomes 'Buddy Love', a fast-talking, pumped-up , plumped down Don Juan.",14.165,5.6,2342,FALSE
8374,83770,On the Road,5/22/2012,"Dean and Sal are the portrait of the Beat Generation. Their search for ""It"" results in a fast paced, energetic roller coaster ride with highs and lows throughout the U.S.",8.19,5.6,702,FALSE
8375,13191,"War, Inc.",4/28/2008,"War Inc. is set in the future, when the fictional desert country of Turaqistan is torn by a riot after a private corporation, Tamerlane, owned by the former Vice President of the United States, has taken over the whole country. Brand Hauser, a hit man who suppresses his emotions by gobbling down hot sauce, is hired by the corporation's head to kill the CEO of their competitors.",7.626,5.6,215,FALSE
8376,258193,Alien Abduction,4/4/2014,A vacationing family encounters an alien threat in this pulse-pounding thriller based on the real-life Brown Mountain Lights phenomenon in North Carolina.,23.546,5.6,267,FALSE
8377,41517,Ra.One,10/24/2011,"Following his son's suggestion, a video game designer creates an action game where the villain has artificial intelligence and is stronger the protagonist. Trouble begins when the creator's son is forced to quit the game in between, much to the disappointment of the game's shape-shifting villain who then comes to life using a newly invented technology. The player now must escape him or else he might get killed, something only the game's less powerful protagonist can prevent from happening.",7.479,5.6,245,FALSE
8378,8920,Garfield,6/10/2004,"Garfield, the fat, lazy, lasagna lover, has everything a cat could want. But when Jon, in an effort to impress the Liz - the vet and an old high-school crush - adopts a dog named Odie and brings him home, Garfield gets the one thing he doesn't want. Competition.",94.836,5.6,3041,FALSE
8379,2800,Rumor Has It...,12/22/2005,"Sarah Huttinger's return home with her fiance convinces her that the sedate, proper, country-club lifestyle of her family isn't for her – and that maybe the Huttinger family isn't even hers – as she uncovers secrets that suggest the Huttingers are neither sedate nor proper.",11.552,5.6,906,FALSE
8380,2155,Reindeer Games,2/25/2000,"After assuming his dead cellmate's identity to get with his girlfriend, an ex-con finds himself the reluctant participant in a casino heist.",9.368,5.6,481,FALSE
